text,label,phishing_type,severity,confidence
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Security Team,
Morgan Brown",1,urgency,high,0.74
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Regards,
Riley Wong",1,urgency,medium,0.83
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Security Team,
Avery Patel",1,urgency,high,0.75
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Support Desk,
Sam Khan",1,romance_dating,medium,0.88
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Security Team,
Jamie Brown",1,urgency,high,0.82
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

I'll share the slides later today.

Best,
Taylor Brown",0,legitimate,low,0.96
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

I'll share the slides later today.

Best,
Jamie Brown",0,legitimate,low,0.98
"Hello, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Regards,
Casey Lee",1,urgency,medium,0.84
"Hi there, we detected unusual activity on your account. To restore access, please update your information. Your account may be temporarily on hold until you reactivate it.

Risk Operations,
Taylor Martinez",1,social_engineering,high,0.82
"Dear user, final warning. Failure to respond will restrict your account. Immediate action is required to avoid penalty. Your case will be referred to court if unresolved.

Risk Operations,
Riley Wong",1,threats,high,0.9
"Notice, your login has been locked. Use the secure link to update password and restore access. Enter your verification code to continue.

Compliance Team,
Jamie Garcia",1,credential_harvesting,high,0.8
"Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Appreciate your feedback on this draft.

Best,
Casey Brown",0,legitimate,low,0.97
"Dear customer, congratulations! You are the selected recipient of a prize. To collect your payment of $10,000, please provide your credit card to process the sum. This offer is available today only.

Risk Operations,
Jordan Martinez",1,financial_scam,medium,0.89
"Attention, this is the irs compliance team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Account Services,
Riley Kim",1,authority_scam,high,0.9
"Dear user, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Support Desk,
Sam Wong",1,generic_phishing,medium,0.77
"Hi there, congratulations! You are the selected recipient of a reward. To claim your payment of $10,000, please provide your routing number to process the amount. This deal is limited time.

IT Desk,
Alex Martinez",1,financial_scam,medium,0.89
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Account Services,
Avery Lee",1,generic_phishing,low,0.67
"Sharing the revised documentation with examples. The endpoints are described in section two.

I'll share the slides later today.

Best,
Riley Singh",0,legitimate,low,0.98
"Hello, final warning. Failure to respond will seize your account. Immediate action is required to avoid legal action. Your case will be referred to the judge if unresolved.

Regards,
Avery Lee",1,threats,high,0.81
"Attention, this is the court compliance team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Support Desk,
Riley Wong",1,authority_scam,high,0.92
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Security Team,
Morgan Patel",1,romance_dating,medium,0.73
"Hello, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Account Services,
Avery Martinez",1,credential_harvesting,high,0.86
"Attention, this is an limited time notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, respond asap. This offer is last chance and ends soon. Follow the instructions now.

Security Team,
Avery Kim",1,urgency,high,0.7
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

IT Desk,
Taylor Kim",1,generic_phishing,medium,0.77
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Alex Brown",0,legitimate,low,0.98
"Hello, your login has been locked. Use the secure link to verify your username and restore access. Enter your username and password to continue.

Account Services,
Alex Lee",1,credential_harvesting,high,0.84
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Security Team,
Jordan Wong",1,generic_phishing,medium,0.71
